time,value
3/9/2024 18:45,158.64
3/9/2024 19:00,159.36
3/9/2024 19:15,156.32
3/9/2024 19:30,155.36
3/9/2024 19:45,157.2
3/9/2024 20:00,154.8
3/9/2024 20:15,156
3/9/2024 20:30,157.76
3/9/2024 20:45,155.84
3/9/2024 21:00,132.48
3/9/2024 21:15,193.28
3/9/2024 21:30,126.48
3/9/2024 21:45,146.24
3/9/2024 22:00,142.64
3/9/2024 22:15,139.04
3/9/2024 22:30,139.36
3/9/2024 22:45,142.24
3/9/2024 23:00,150.24
3/9/2024 23:15,223.84
3/9/2024 23:30,154.8
3/9/2024 23:45,156.96
4/9/2024 0:00,154
4/9/2024 0:15,226.24
4/9/2024 0:30,154.8
4/9/2024 0:45,154.64
4/9/2024 1:00,154.32
4/9/2024 1:15,158.64
4/9/2024 1:30,154.16
4/9/2024 1:45,162.48
4/9/2024 2:00,154.96
4/9/2024 2:15,206.24
4/9/2024 2:30,156.88
4/9/2024 2:45,166.56
4/9/2024 3:00,153.44
4/9/2024 3:15,155.84
4/9/2024 3:30,156.8
4/9/2024 3:45,156.96
4/9/2024 4:00,158.56
4/9/2024 4:15,158.64
4/9/2024 4:30,153.12
4/9/2024 4:45,150.56
4/9/2024 5:00,150.24
4/9/2024 5:15,216.16
4/9/2024 5:30,152.8
4/9/2024 5:45,153.92
4/9/2024 6:00,151.52
4/9/2024 6:15,152.72
4/9/2024 6:30,151.68
4/9/2024 6:45,151.04
4/9/2024 7:00,152.88
4/9/2024 7:15,152.88
4/9/2024 7:30,152.24
4/9/2024 7:45,152.32
4/9/2024 8:00,150.4
4/9/2024 8:15,173.84
4/9/2024 8:30,151.04
4/9/2024 8:45,151.84
4/9/2024 9:00,150.56
4/9/2024 9:15,157.36
4/9/2024 9:30,151.2
4/9/2024 9:45,150.8
4/9/2024 10:00,149.76
4/9/2024 10:15,166.4
4/9/2024 10:30,149.84
4/9/2024 10:45,156
4/9/2024 11:00,156.56
4/9/2024 11:15,154.64
4/9/2024 11:30,156.24
4/9/2024 11:45,154.64
4/9/2024 12:00,154.56
4/9/2024 12:15,210.08
4/9/2024 12:30,153.12
4/9/2024 12:45,155.2
4/9/2024 13:00,154
4/9/2024 13:15,166.72
4/9/2024 13:30,154.64
4/9/2024 13:45,152.64
4/9/2024 14:00,154.08
4/9/2024 14:15,185.36
4/9/2024 14:30,155.12
4/9/2024 14:45,152.48
4/9/2024 15:00,155.84
4/9/2024 15:15,156.96
4/9/2024 15:30,156.96
4/9/2024 15:45,158.64
4/9/2024 16:00,158.72
4/9/2024 16:15,204.4
4/9/2024 16:30,160.8
4/9/2024 16:45,165.04
4/9/2024 17:00,157.76
4/9/2024 17:15,158.64
4/9/2024 17:30,159.2
4/9/2024 17:45,170
4/9/2024 18:00,157.92
4/9/2024 18:15,156.96
4/9/2024 18:30,155.84
4/9/2024 18:45,160.8
4/9/2024 19:00,160.48
4/9/2024 19:15,182
4/9/2024 19:30,154.16
4/9/2024 19:45,154.24
4/9/2024 20:00,153.12
4/9/2024 20:15,198
4/9/2024 20:30,153.6
4/9/2024 20:45,154.64
4/9/2024 21:00,156
4/9/2024 21:15,187.04
4/9/2024 21:30,161.36
4/9/2024 21:45,164.8
4/9/2024 22:00,164.48
4/9/2024 22:15,150.4
4/9/2024 22:30,152.08
4/9/2024 22:45,150.88
4/9/2024 23:00,150.16
4/9/2024 23:15,149.76
4/9/2024 23:30,149.44
4/9/2024 23:45,152.56
5/9/2024 0:00,157.6
5/9/2024 0:15,166.48
5/9/2024 0:30,167.44
5/9/2024 0:45,172.56
5/9/2024 1:00,170.88
5/9/2024 1:15,246.48
5/9/2024 1:30,172.24
5/9/2024 1:45,175.28
5/9/2024 2:00,171.36
5/9/2024 2:15,195.6
5/9/2024 2:30,168.64
5/9/2024 2:45,180.32
5/9/2024 3:00,166.64
5/9/2024 3:15,167.52
5/9/2024 3:30,168.56
5/9/2024 3:45,167.28
5/9/2024 4:00,171.36
5/9/2024 4:15,192.48
5/9/2024 4:30,171.04
5/9/2024 4:45,172.64
5/9/2024 5:00,171.6
5/9/2024 5:15,173.44
5/9/2024 5:30,171.92
5/9/2024 5:45,176.96
5/9/2024 6:00,180.96
5/9/2024 6:15,189.36
5/9/2024 6:30,190.72
5/9/2024 6:45,196.24
5/9/2024 7:00,193.28
5/9/2024 7:15,193.92
5/9/2024 7:30,196.48
5/9/2024 7:45,199.12
5/9/2024 8:00,199.84
5/9/2024 8:15,202.16
5/9/2024 8:30,202
5/9/2024 8:45,204.8
5/9/2024 9:00,205.04
5/9/2024 9:15,228.08
5/9/2024 9:30,210.8
5/9/2024 9:45,209.44
5/9/2024 10:00,208
5/9/2024 10:15,210.24
5/9/2024 10:30,211.92
5/9/2024 10:45,227.84
5/9/2024 11:00,217.36
5/9/2024 11:15,216.56
5/9/2024 11:30,217.52
5/9/2024 11:45,215.76
5/9/2024 12:00,219.28
5/9/2024 12:15,238.88
5/9/2024 12:30,218.4
5/9/2024 12:45,219.36
5/9/2024 13:00,217.52
5/9/2024 13:15,221.2
5/9/2024 13:30,214.24
5/9/2024 13:45,217.6
5/9/2024 14:00,218
5/9/2024 14:15,254.16
5/9/2024 14:30,217.52
5/9/2024 14:45,219.76
5/9/2024 15:00,217.76
5/9/2024 15:15,217.76
5/9/2024 15:30,218.32
5/9/2024 15:45,220.72
5/9/2024 16:00,218.16
5/9/2024 16:15,214.72
5/9/2024 16:30,217.6
5/9/2024 16:45,220.88
5/9/2024 17:00,217.76
5/9/2024 17:15,219.36
5/9/2024 17:30,214
5/9/2024 17:45,209.44
5/9/2024 18:00,215.28
5/9/2024 18:15,216.4
5/9/2024 18:30,216.48
5/9/2024 18:45,218
5/9/2024 19:00,216.24
5/9/2024 19:15,255.84
5/9/2024 19:30,216.64
5/9/2024 19:45,227.76
5/9/2024 20:00,213.52
5/9/2024 20:15,231.68
5/9/2024 20:30,217.2
5/9/2024 20:45,235.68
5/9/2024 21:00,217.28
5/9/2024 21:15,233.92
5/9/2024 21:30,209.92
5/9/2024 21:45,209.12
5/9/2024 22:00,213.52
5/9/2024 22:15,265.12
5/9/2024 22:30,213.68
5/9/2024 22:45,214.64
5/9/2024 23:00,216.32
5/9/2024 23:15,217.36
5/9/2024 23:30,216.08
5/9/2024 23:45,223.04
6/9/2024 0:00,221.28
6/9/2024 0:15,227.12
6/9/2024 0:30,225.92
6/9/2024 0:45,225.6
6/9/2024 1:00,224.08
6/9/2024 1:15,224.88
6/9/2024 1:30,223.84
6/9/2024 1:45,225.04
6/9/2024 2:00,225.12
6/9/2024 2:15,223.2
6/9/2024 2:30,224.72
6/9/2024 2:45,223.92
6/9/2024 3:00,223.04
6/9/2024 3:15,224.16
6/9/2024 3:30,223.52
6/9/2024 3:45,225.76
6/9/2024 4:00,225.6
6/9/2024 4:15,224.8
6/9/2024 4:30,226
6/9/2024 4:45,227.12
6/9/2024 5:00,225.12
6/9/2024 5:15,225.68
6/9/2024 5:30,225.2
6/9/2024 5:45,227.52
6/9/2024 6:00,225.68
6/9/2024 6:15,224.48
6/9/2024 6:30,224.64
6/9/2024 6:45,239.52
6/9/2024 7:00,224.4
6/9/2024 7:15,224.16
6/9/2024 7:30,224.08
6/9/2024 7:45,224.72
6/9/2024 8:00,222.88
6/9/2024 8:15,224.08
6/9/2024 8:30,223.92
6/9/2024 8:45,232.72
6/9/2024 9:00,224.4
6/9/2024 9:15,224.72
6/9/2024 9:30,222.08
6/9/2024 9:45,224.56
6/9/2024 10:00,223.84
6/9/2024 10:15,226.48
6/9/2024 10:30,224.24
6/9/2024 10:45,227.92
6/9/2024 11:00,223.76
6/9/2024 11:15,224.16
6/9/2024 11:30,225.44
6/9/2024 11:45,228.56
6/9/2024 12:00,226.64
6/9/2024 12:15,228.48
6/9/2024 12:30,230
6/9/2024 12:45,232.48
6/9/2024 13:00,230.64
6/9/2024 13:15,230
6/9/2024 13:30,229.12
6/9/2024 13:45,230.16
6/9/2024 14:00,229.28
6/9/2024 14:15,302.08
6/9/2024 14:30,230.56
6/9/2024 14:45,220.16
6/9/2024 15:00,223.44
6/9/2024 15:15,281.04
6/9/2024 15:30,221.12
6/9/2024 15:45,232.48
6/9/2024 16:00,232.48
6/9/2024 16:15,304.64
6/9/2024 16:30,231.2
6/9/2024 16:45,234.08
6/9/2024 17:00,230.32
6/9/2024 17:15,230.72
6/9/2024 17:30,228.64
6/9/2024 17:45,230.88
6/9/2024 18:00,229.36
6/9/2024 18:15,230.72
6/9/2024 18:30,226.16
6/9/2024 18:45,244.48
6/9/2024 19:00,228.48
6/9/2024 19:15,233.2
6/9/2024 19:30,228.8
6/9/2024 19:45,229.92
6/9/2024 20:00,229.44
6/9/2024 20:15,239.52
6/9/2024 20:30,229.68
6/9/2024 20:45,235.84
6/9/2024 21:00,230.24
6/9/2024 21:15,231.76
6/9/2024 21:30,228.64
6/9/2024 21:45,231.2
6/9/2024 22:00,228.4
6/9/2024 22:15,225.6
6/9/2024 22:30,228.8
6/9/2024 22:45,228.8
6/9/2024 23:00,230.48
6/9/2024 23:15,225.84
6/9/2024 23:30,226.72
6/9/2024 23:45,224
7/9/2024 0:00,226.48
7/9/2024 0:15,245.92
7/9/2024 0:30,229.92
7/9/2024 0:45,230.72
7/9/2024 1:00,223.04
7/9/2024 1:15,230.56
7/9/2024 1:30,232
7/9/2024 1:45,233.28
7/9/2024 2:00,233.28
7/9/2024 2:15,297.52
7/9/2024 2:30,232.88
7/9/2024 2:45,236.96
7/9/2024 3:00,236.24
7/9/2024 3:15,287.44
7/9/2024 3:30,236.72
7/9/2024 3:45,242.88
7/9/2024 4:00,236.48
7/9/2024 4:15,255.44
7/9/2024 4:30,234.64
7/9/2024 4:45,237.04
7/9/2024 5:00,236.72
7/9/2024 5:15,235.36
7/9/2024 5:30,235.92
7/9/2024 5:45,237.12
7/9/2024 6:00,236.08
7/9/2024 6:15,235.52
7/9/2024 6:30,235.76
7/9/2024 6:45,237.44
7/9/2024 7:00,235.04
7/9/2024 7:15,236.32
7/9/2024 7:30,236.56
7/9/2024 7:45,240.8
7/9/2024 8:00,230
7/9/2024 8:15,235.44
7/9/2024 8:30,235.92
7/9/2024 8:45,236.8
7/9/2024 9:00,236.24
7/9/2024 9:15,236.88
7/9/2024 9:30,236.56
7/9/2024 9:45,253.44
7/9/2024 10:00,236.4
7/9/2024 10:15,235.52
7/9/2024 10:30,234.8
7/9/2024 10:45,237.28
7/9/2024 11:00,236.16
7/9/2024 11:15,237.12
7/9/2024 11:30,236.8
7/9/2024 11:45,231.84
7/9/2024 12:00,236.16
7/9/2024 12:15,254.96
7/9/2024 12:30,235.28
7/9/2024 12:45,237.52
7/9/2024 13:00,237.52
7/9/2024 13:15,238.32
7/9/2024 13:30,233.44
7/9/2024 13:45,240.64
7/9/2024 14:00,238.96
7/9/2024 14:15,239.04
7/9/2024 14:30,238.48
7/9/2024 14:45,252.08
7/9/2024 15:00,232.08
7/9/2024 15:15,223.68
7/9/2024 15:30,222.48
7/9/2024 15:45,225.6
7/9/2024 16:00,227.04
7/9/2024 16:15,288.48
7/9/2024 16:30,224.08
7/9/2024 16:45,228.72
7/9/2024 17:00,224.56
7/9/2024 17:15,233.2
7/9/2024 17:30,227.28
7/9/2024 17:45,231.92
7/9/2024 18:00,235.04
7/9/2024 18:15,237.92
7/9/2024 18:30,234.32
7/9/2024 18:45,244.8
7/9/2024 19:00,217.44
7/9/2024 19:15,232.4
7/9/2024 19:30,232
7/9/2024 19:45,231.84
7/9/2024 20:00,229.52
7/9/2024 20:15,229.28
7/9/2024 20:30,230.96
7/9/2024 20:45,234.16
7/9/2024 21:00,238
7/9/2024 21:15,259.52
7/9/2024 21:30,238.4
7/9/2024 21:45,225.6
7/9/2024 22:00,227.36
7/9/2024 22:15,295.04
7/9/2024 22:30,221.12
7/9/2024 22:45,228.56
7/9/2024 23:00,221.44
7/9/2024 23:15,222.16
7/9/2024 23:30,210.88
7/9/2024 23:45,213.36
8/9/2024 0:00,211.28
8/9/2024 0:15,232.08
8/9/2024 0:30,202.32
8/9/2024 0:45,212.08
8/9/2024 1:00,212.8
8/9/2024 1:15,212.48
8/9/2024 1:30,224.56
8/9/2024 1:45,226.96
8/9/2024 2:00,226.8
8/9/2024 2:15,234.08
8/9/2024 2:30,233.28
8/9/2024 2:45,235.52
8/9/2024 3:00,236.56
8/9/2024 3:15,254
8/9/2024 3:30,234.24
8/9/2024 3:45,234.96
8/9/2024 4:00,235.28
8/9/2024 4:15,290.08
8/9/2024 4:30,234.96
8/9/2024 4:45,272
8/9/2024 5:00,234.8
8/9/2024 5:15,307.28
8/9/2024 5:30,235.28
8/9/2024 5:45,264.8
8/9/2024 6:00,234
8/9/2024 6:15,308.56
8/9/2024 6:30,230.56
8/9/2024 6:45,231.92
8/9/2024 7:00,235.28
8/9/2024 7:15,290.96
8/9/2024 7:30,237.12
8/9/2024 7:45,242.48
8/9/2024 8:00,229.52
8/9/2024 8:15,284.16
8/9/2024 8:30,227.44
8/9/2024 8:45,226.08
8/9/2024 9:00,228.64
8/9/2024 9:15,254.24
8/9/2024 9:30,229.68
8/9/2024 9:45,238.56
8/9/2024 10:00,226.48
8/9/2024 10:15,227.36
8/9/2024 10:30,227.2
8/9/2024 10:45,226.48
8/9/2024 11:00,225.68
8/9/2024 11:15,252
8/9/2024 11:30,226.48
8/9/2024 11:45,226.96
8/9/2024 12:00,227.44
8/9/2024 12:15,286.32
8/9/2024 12:30,234.72
8/9/2024 12:45,235.2
8/9/2024 13:00,234.72
8/9/2024 13:15,288
8/9/2024 13:30,233.84
8/9/2024 13:45,234.96
8/9/2024 14:00,233.68
8/9/2024 14:15,304.64
8/9/2024 14:30,230.72
8/9/2024 14:45,233.44
8/9/2024 15:00,231.6
8/9/2024 15:15,289.68
8/9/2024 15:30,233.44
8/9/2024 15:45,231.76
8/9/2024 16:00,233.2
8/9/2024 16:15,231.2
8/9/2024 16:30,232.16
8/9/2024 16:45,234.08
8/9/2024 17:00,232.56
8/9/2024 17:15,231.6
8/9/2024 17:30,236.32
8/9/2024 17:45,236.32
8/9/2024 18:00,235.36
8/9/2024 18:15,232.96
8/9/2024 18:30,233.28
8/9/2024 18:45,234.48
8/9/2024 19:00,229.28
8/9/2024 19:15,227.92
8/9/2024 19:30,230.56
8/9/2024 19:45,232.08
8/9/2024 20:00,232.56
8/9/2024 20:15,233.2
8/9/2024 20:30,233.76
8/9/2024 20:45,238.64
8/9/2024 21:00,234.4
8/9/2024 21:15,280.56
8/9/2024 21:30,236.72
8/9/2024 21:45,242.64
8/9/2024 22:00,242.72
8/9/2024 22:15,293.04
8/9/2024 22:30,245.52
8/9/2024 22:45,249.68
8/9/2024 23:00,249.12
8/9/2024 23:15,246.64
8/9/2024 23:30,247.36
8/9/2024 23:45,242.56
9/9/2024 0:00,232.96
9/9/2024 0:15,287.44
9/9/2024 0:30,241.92
9/9/2024 0:45,242.16
9/9/2024 1:00,242.88
9/9/2024 1:15,241.04
9/9/2024 1:30,243.76
9/9/2024 1:45,243.52
9/9/2024 2:00,243.6
9/9/2024 2:15,259.84
9/9/2024 2:30,243.52
9/9/2024 2:45,241.2
9/9/2024 3:00,241.68
9/9/2024 3:15,251.2
9/9/2024 3:30,240.8
9/9/2024 3:45,243.36
9/9/2024 4:00,244.16
9/9/2024 4:15,243.6
9/9/2024 4:30,244
9/9/2024 4:45,244
9/9/2024 5:00,243.52
9/9/2024 5:15,244.16
9/9/2024 5:30,246.16
9/9/2024 5:45,248.16
9/9/2024 6:00,247.68
9/9/2024 6:15,246.8
9/9/2024 6:30,243.28
9/9/2024 6:45,244.4
9/9/2024 7:00,242.08
9/9/2024 7:15,238.8
9/9/2024 7:30,243.84
9/9/2024 7:45,262.16
9/9/2024 8:00,242.4
9/9/2024 8:15,243.84
9/9/2024 8:30,244.4
9/9/2024 8:45,246.32
9/9/2024 9:00,242.72
9/9/2024 9:15,242.96
9/9/2024 9:30,243.04
9/9/2024 9:45,248.88
9/9/2024 10:00,238.32
9/9/2024 10:15,259.2
9/9/2024 10:30,239.68
9/9/2024 10:45,242.08
9/9/2024 11:00,239.04
9/9/2024 11:15,239.36
9/9/2024 11:30,240.16
9/9/2024 11:45,240.16
9/9/2024 12:00,239.44
9/9/2024 12:15,238.16
9/9/2024 12:30,238.88
9/9/2024 12:45,241.92
9/9/2024 13:00,241.6
9/9/2024 13:15,243.84
9/9/2024 13:30,240.72
9/9/2024 13:45,241.2
9/9/2024 14:00,241.04
9/9/2024 14:15,259.2
9/9/2024 14:30,242
9/9/2024 14:45,253.84
9/9/2024 15:00,242
9/9/2024 15:15,300.72
9/9/2024 15:30,244.72
9/9/2024 15:45,244.72
9/9/2024 16:00,245.12
9/9/2024 16:15,319.52
9/9/2024 16:30,246.24
9/9/2024 16:45,249.2
9/9/2024 17:00,244.88
9/9/2024 17:15,244.48
9/9/2024 17:30,246.16
9/9/2024 17:45,248.4
9/9/2024 18:00,242.08
9/9/2024 18:15,314.88
9/9/2024 18:30,240.88
9/9/2024 18:45,241.68
9/9/2024 19:00,241.44
9/9/2024 19:15,249.68
9/9/2024 19:30,241.84
9/9/2024 19:45,245.84
9/9/2024 20:00,246.64
9/9/2024 20:15,316
9/9/2024 20:30,242.24
9/9/2024 20:45,244.08
9/9/2024 21:00,243.36
9/9/2024 21:15,318.24
9/9/2024 21:30,242.72
9/9/2024 21:45,246.8
9/9/2024 22:00,244.88
9/9/2024 22:15,243.6
9/9/2024 22:30,239.6
9/9/2024 22:45,244.4
9/9/2024 23:00,243.84
9/9/2024 23:15,247.28
9/9/2024 23:30,247.68
9/9/2024 23:45,267.44
10/9/2024 0:00,244.48
10/9/2024 0:15,242.72
10/9/2024 0:30,241.36
10/9/2024 0:45,247.36
10/9/2024 1:00,240.4
10/9/2024 1:15,249.2
10/9/2024 1:30,241.28
10/9/2024 1:45,243.28
10/9/2024 2:00,240.96
10/9/2024 2:15,242.24
10/9/2024 2:30,242.72
10/9/2024 2:45,242.32
10/9/2024 3:00,242.72
10/9/2024 3:15,241.44
10/9/2024 3:30,242.72
10/9/2024 3:45,242.24
10/9/2024 4:00,241.04
10/9/2024 4:15,269.6
10/9/2024 4:30,241.12
10/9/2024 4:45,243.76
10/9/2024 5:00,233.68
10/9/2024 5:15,234.48
10/9/2024 5:30,234.16
10/9/2024 5:45,261.28
10/9/2024 6:00,232.8
10/9/2024 6:15,234.08
10/9/2024 6:30,234.08
10/9/2024 6:45,232
10/9/2024 7:00,235.44
10/9/2024 7:15,235.12
10/9/2024 7:30,229.36
10/9/2024 7:45,234.64
10/9/2024 8:00,232
10/9/2024 8:15,232.16
10/9/2024 8:30,232.24
10/9/2024 8:45,234.32
10/9/2024 9:00,232.88
10/9/2024 9:15,232.8
10/9/2024 9:30,233.28
10/9/2024 9:45,234.64
10/9/2024 10:00,234
10/9/2024 10:15,279.44
10/9/2024 10:30,234
10/9/2024 10:45,233.6
10/9/2024 11:00,234.48
10/9/2024 11:15,266.08
10/9/2024 11:30,234.4
10/9/2024 11:45,237.68
10/9/2024 12:00,237.44
10/9/2024 12:15,238.88
10/9/2024 12:30,237.28
10/9/2024 12:45,237.04
10/9/2024 13:00,234.4
10/9/2024 13:15,236.72
10/9/2024 13:30,237.2
10/9/2024 13:45,243.6
10/9/2024 14:00,234.48
10/9/2024 14:15,305.76
10/9/2024 14:30,236.96
10/9/2024 14:45,234.88
10/9/2024 15:00,231.36
10/9/2024 15:15,235.44
10/9/2024 15:30,233.6
10/9/2024 15:45,236.48
10/9/2024 16:00,239.52
10/9/2024 16:15,252.08
10/9/2024 16:30,231.28
10/9/2024 16:45,232.88
10/9/2024 17:00,230.88
10/9/2024 17:15,243.76
10/9/2024 17:30,233.92
10/9/2024 17:45,233.2
10/9/2024 18:00,229.92
10/9/2024 18:15,253.2
10/9/2024 18:30,231.36
10/9/2024 18:45,229.36
10/9/2024 19:00,226.4
10/9/2024 19:15,228.8
10/9/2024 19:30,228.48
10/9/2024 19:45,249.52
10/9/2024 20:00,226.96
10/9/2024 20:15,261.6
10/9/2024 20:30,237.36
10/9/2024 20:45,235.92
10/9/2024 21:00,227.52
10/9/2024 21:15,215.28
10/9/2024 21:30,221.6
10/9/2024 21:45,279.76
10/9/2024 22:00,219.84
10/9/2024 22:15,222
10/9/2024 22:30,223.76
10/9/2024 22:45,241.44
10/9/2024 23:00,219.6
10/9/2024 23:15,295.76
10/9/2024 23:30,220.56
10/9/2024 23:45,255.52
11/9/2024 0:00,222.24
11/9/2024 0:15,232.16
11/9/2024 0:30,219.92
11/9/2024 0:45,262.24
11/9/2024 1:00,217.2
11/9/2024 1:15,254.08
11/9/2024 1:30,218.96
11/9/2024 1:45,242.56
11/9/2024 2:00,222.64
11/9/2024 2:15,220.48
11/9/2024 2:30,212.96
11/9/2024 2:45,274.72
11/9/2024 3:00,221.68
11/9/2024 3:15,220.08
11/9/2024 3:30,223.68
11/9/2024 3:45,245.28
11/9/2024 4:00,216.24
11/9/2024 4:15,210
11/9/2024 4:30,216.48
11/9/2024 4:45,258.08
11/9/2024 5:00,216.8
11/9/2024 5:15,289.28
11/9/2024 5:30,218
11/9/2024 5:45,254.08
11/9/2024 6:00,208.88
11/9/2024 6:15,264.64
11/9/2024 6:30,217.12
11/9/2024 6:45,257.6
11/9/2024 7:00,215.44
11/9/2024 7:15,216.72
11/9/2024 7:30,222.08
11/9/2024 7:45,243.52
11/9/2024 8:00,209.92
11/9/2024 8:15,278
11/9/2024 8:30,218.72
11/9/2024 8:45,243.2
11/9/2024 9:00,220.72
11/9/2024 9:15,228
11/9/2024 9:30,223.44
11/9/2024 9:45,262.32
11/9/2024 10:00,224.72
11/9/2024 10:15,231.6
11/9/2024 10:30,220.8
11/9/2024 10:45,244.4
11/9/2024 11:00,220.16
11/9/2024 11:15,228.56
11/9/2024 11:30,222.88
11/9/2024 11:45,265.12
11/9/2024 12:00,226.24
11/9/2024 12:15,226.48
11/9/2024 12:30,220.48
11/9/2024 12:45,258.48
11/9/2024 13:00,223.76
11/9/2024 13:15,223.2
11/9/2024 13:30,221.84
11/9/2024 13:45,262.96
11/9/2024 14:00,221.92
11/9/2024 14:15,222
11/9/2024 14:30,219.92
11/9/2024 14:45,229.68
11/9/2024 15:00,218.88
11/9/2024 15:15,265.12
11/9/2024 15:30,224.16
11/9/2024 15:45,247.6
11/9/2024 16:00,222.4
11/9/2024 16:15,260
11/9/2024 16:30,223.2
11/9/2024 16:45,260.32
11/9/2024 17:00,221.36
11/9/2024 17:15,229.04
11/9/2024 17:30,227.2
11/9/2024 17:45,273.68
11/9/2024 18:00,230.8
11/9/2024 18:15,260.72
